Período: 20262;Emitido em: 22/07/2026 08:33 h; Data da última atualização: 22/07/2026 07:50h;
Critérios da busca: 
Não foi especificado nenhum critério de busca
Disciplina;Nome da disciplina;Professor;Créd;Turma;Destino;Vag;Turno;Horário/Sala;Horas a Distância;SHF;Horas de extensão;Pré-Req;Depto;
PSI1731; ESTAGIO BASICO EM CLINICA ;SANDRA SALOMAO CARVALHO;2;1EC;CPS;42;I;QUI 11-13   ;0;2;0; SIM ;PSI;
PSI1731; ESTAGIO BASICO EM CLINICA ;GABRIEL CUNHA NUNES;2;1EA;NEC;2;I;SEG 07-09   ;0;2;0; SIM ;PSI;
PSI1731; ESTAGIO BASICO EM CLINICA ;REGINA LUCIA LIMA PONTES;2;1EB;NEC;3;I;QUA 13-15   ;0;2;0; SIM ;PSI;
PSI1731; ESTAGIO BASICO EM CLINICA ;SANDRA SALOMAO CARVALHO;2;1EC;NEC;3;I;QUI 11-13   ;0;2;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;ALINE ROMANI SPONCHIADO;2;1EA;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;ANDREA SEIXAS MAGALHAES;2;1EB;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;DANIELA ROMAO BARBUTO DIAS;2;1EC;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;FABRICIO MARTINS PINTO;2;1ED;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;FERNANDA MENDES LAGES RIBEIRO;2;1EE;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;FERNANDO RIBEIRO TENORIO;2;1EF;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;FERNANDO RIBEIRO TENORIO;2;1EG;CPS;10;I;QUI 17-19   ;0;6;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;GISELE DE ALELUIA VIEIRA;2;1EH;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;HELENICE CHARCHAT FICHMAN;2;1EI;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;HENRIQUE DE CARVALHO PEREIRA;2;1EJ;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;KATIA NAHUM CAMPOS;2;1EK;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;LUCIANA BROOKING TERESA DIAS;2;1EL;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;LUIZ JOSE VERISSIMO;2;1EM;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;MARACY DOMINGUES ALVES;2;1EN;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;MARIA AMELIA PENIDO SAMPAIO;2;1EO;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;MARIANGELA DA SILVA MONTEIRO;2;1EP;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;MARINA PANTE;2;1EQ;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;MAYLA COSMO MONTEIRO;2;1ER;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;REGINA SCHOEMER JARDIM;2;1ES;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;REGINA LUCIA LIMA PONTES;2;1ET;CPS;9;I;GAVEA;0;8;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;RENATA MACHADO DE MELLO;2;1EU;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;RENATA BARBOZA VIANNA MEDEIROS;2;1EV;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;REGINA LUCIA LIMA PONTES;2;1EW;CPS;10;I;QUA 11-13   ;0;6;0; SIM ;PSI;
PSI1732; ESTAGIO PROFISSIONALIZANTE I ;COORDENADOR DE CURSO;2;1EX;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;ALINE ROMANI SPONCHIADO;2;1EA;CPS;9;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;ANDREA SEIXAS MAGALHAES;2;1EB;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;CARLOS EDUARDO DUARTE ALVES DE BRITO;2;1EC;CPS;7;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;DANIELA ROMAO BARBUTO DIAS;2;1ED;CPS;7;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;FERNANDA MENDES LAGES RIBEIRO;2;1EE;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;FERNANDO RIBEIRO TENORIO;2;1EF;CPS;9;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;FERNANDO RIBEIRO TENORIO;2;1EG;CPS;10;I;QUI 17-19   ;0;6;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;GABRIEL CUNHA NUNES;2;1EH;CPS;8;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;GISELE DE ALELUIA VIEIRA;2;1EI;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;HELENICE CHARCHAT FICHMAN;2;1EJ;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;HENRIQUE DE CARVALHO PEREIRA;2;1EK;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;JAQUELINE DE CARVALHO RODRIGUES;2;1EL;CPS;8;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;KATIA NAHUM CAMPOS;2;1EM;CPS;9;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;LUCIANA BROOKING TERESA DIAS;2;1EN;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;LUIZ JOSE VERISSIMO;2;1EO;CPS;9;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;MARACY DOMINGUES ALVES;2;1EP;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;MARIA AMELIA PENIDO SAMPAIO;2;1EQ;CPS;8;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;MARIANGELA DA SILVA MONTEIRO;2;1ER;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;MARINA PANTE;2;1ES;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;MONAH WINOGRAD;2;1ET;CPS;9;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;REGINA SCHOEMER JARDIM;2;1EU;CPS;9;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;REGINA LUCIA LIMA PONTES;2;1EV;CPS;5;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;RENATA MACHADO DE MELLO;2;1EW;CPS;7;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;RENATA ALVES PAES;2;1EX;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;SANDRA SALOMAO CARVALHO;2;1EY;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1733; ESTAGIO PROFISSIONALIZANTE II ;GABRIEL CUNHA NUNES;2;1EZ;CPS;10;I;SEX 11-13   ;0;6;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;ALINE ROMANI SPONCHIADO;2;1EA;CPS;8;I;GAVEA;0;8;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;ANDREA SEIXAS MAGALHAES;2;1EB;CPS;9;I;GAVEA;0;8;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;CARLOS EDUARDO DUARTE ALVES DE BRITO;2;1EC;CPS;8;I;GAVEA;0;8;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;DANIELA ROMAO BARBUTO DIAS;2;1ED;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;FABRICIO MARTINS PINTO;2;1EE;CPS;4;I;GAVEA;0;8;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;FERNANDA MENDES LAGES RIBEIRO;2;1EF;CPS;8;I;GAVEA;0;8;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;FERNANDO RIBEIRO TENORIO;2;1EG;CPS;8;I;GAVEA;0;8;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;FERNANDO RIBEIRO TENORIO;2;1EH;CPS;10;I;QUI 17-19   ;0;6;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;GABRIEL CUNHA NUNES;2;1EI;CPS;9;I;GAVEA;0;8;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;GISELE DE ALELUIA VIEIRA;2;1EJ;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;HELENICE CHARCHAT FICHMAN;2;1EK;CPS;9;I;GAVEA;0;8;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;HENRIQUE DE CARVALHO PEREIRA;2;1EL;CPS;7;I;GAVEA;0;8;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;LUCIANA BROOKING TERESA DIAS;2;1EM;CPS;7;I;GAVEA;0;8;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;LUIZ JOSE VERISSIMO;2;1EN;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;MARACY DOMINGUES ALVES;2;1EO;CPS;9;I;GAVEA;0;8;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;MARIA AMELIA PENIDO SAMPAIO;2;1EP;CPS;5;I;GAVEA;0;8;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;MARIANGELA DA SILVA MONTEIRO;2;1EQ;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;MARINA PANTE;2;1ER;CPS;6;I;GAVEA;0;8;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;MONAH WINOGRAD;2;1ES;CPS;9;I;GAVEA;0;8;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;REGINA SCHOEMER JARDIM;2;1ET;CPS;8;I;GAVEA;0;8;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;RENATA MACHADO DE MELLO;2;1EU;CPS;8;I;GAVEA;0;8;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;RENATA BARBOZA VIANNA MEDEIROS;2;1EV;CPS;7;I;GAVEA;0;8;0; SIM ;PSI;
PSI1734; ESTAGIO PROFISSIONALIZANTE III ;SANDRA SALOMAO CARVALHO;2;1EW;CPS;9;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;ALINE ROMANI SPONCHIADO;2;1EA;CPS;7;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;ANDREA SEIXAS MAGALHAES;2;1EB;CPS;9;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;CARLOS EDUARDO DUARTE ALVES DE BRITO;2;1EC;CPS;6;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;DANIELA ROMAO BARBUTO DIAS;2;1ED;CPS;7;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;FABRICIO MARTINS PINTO;2;1EE;CPS;6;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;FERNANDA MENDES LAGES RIBEIRO;2;1EF;CPS;7;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;FERNANDO RIBEIRO TENORIO;2;1EG;CPS;9;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;FERNANDO RIBEIRO TENORIO;2;1EH;CPS;9;I;QUI 17-19   ;0;6;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;GISELE DE ALELUIA VIEIRA;2;1EI;CPS;7;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;HELENICE CHARCHAT FICHMAN;2;1EJ;CPS;9;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;HENRIQUE DE CARVALHO PEREIRA;2;1EK;CPS;8;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;JAQUELINE DE CARVALHO RODRIGUES;2;1EL;CPS;8;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;KATIA NAHUM CAMPOS;2;1EM;CPS;6;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;LUCIANA BROOKING TERESA DIAS;2;1EN;CPS;8;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;LUIZ JOSE VERISSIMO;2;1EO;CPS;7;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;MARACY DOMINGUES ALVES;2;1EP;CPS;9;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;MARIA AMELIA PENIDO SAMPAIO;2;1EQ;CPS;5;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;MARIANGELA DA SILVA MONTEIRO;2;1ER;CPS;8;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;MARINA PANTE;2;1ES;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;MONAH WINOGRAD;2;1ET;CPS;10;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;REGINA LUCIA LIMA PONTES;2;1EU;CPS;6;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;RENATA MACHADO DE MELLO;2;1EV;CPS;6;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;RENATA ALVES PAES;2;1EW;CPS;4;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;RENATA BARBOZA VIANNA MEDEIROS;2;1EX;CPS;5;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;SANDRA SALOMAO CARVALHO;2;1EY;CPS;7;I;GAVEA;0;8;0; SIM ;PSI;
PSI1735; ESTAGIO PROFISSIONALIZANTE IV ;FERNANDO RIBEIRO TENORIO;2;1EZ;CPS;7;I;QUA 11-13   ;0;6;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;DANIELLE PAES MACHADO DE ANDRADE BRANCO;2;1E@;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;SANDRA SALOMAO CARVALHO;2;1E0;CPS;8;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;MONAH WINOGRAD;2;1E1;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;WALDIR MONTEIRO SAMPAIO;2;1E2;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;RAPHAEL SACCHI ZAREMBA;2;1E3;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;THOMAS EICHENBERG KRAHE;2;1E4;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;COORDENADOR DE CURSO;2;1E5;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;RENATA MACHADO DE MELLO;2;1E6;CPS;9;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;RENATA BARBOZA VIANNA MEDEIROS;2;1E7;CPS;8;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;RICARDO TORRI DE ARAUJO;2;1E8;CPS;9;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;RITA DE CASSIA SOARES ALVES;2;1E9;CPS;9;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;ANDREA SEIXAS MAGALHAES;2;1EA;CPS;9;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;ALEXANDRE DE OLIVEIRA MARQUES;2;1EB;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;BRENO SANVICENTE VIEIRA;2;1EC;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;CARLOS EDUARDO DUARTE ALVES DE BRITO;2;1ED;CPS;8;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;DANIEL CORREA MOGRABI;2;1EE;CPS;8;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;DANIELA ROMAO BARBUTO DIAS;2;1EF;CPS;8;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;FABRICIO MARTINS PINTO;2;1EG;CPS;5;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;FELIPE CARVALHO NOVAES;2;1EH;CPS;9;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;FERNANDA MENDES LAGES RIBEIRO;2;1EI;CPS;7;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;FERNANDO RIBEIRO TENORIO;2;1EJ;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;GABRIEL CUNHA NUNES;2;1EK;CPS;8;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;GUILHERME GUTMAN CORREA DE ARAUJO;2;1EL;CPS;8;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;HELENICE CHARCHAT FICHMAN;2;1EM;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;HENRIQUE DE CARVALHO PEREIRA;2;1EN;CPS;9;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;JAQUELINE DE CARVALHO RODRIGUES;2;1EO;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;JESUS LANDEIRA FERNANDEZ;2;1EP;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;KATIA NAHUM CAMPOS;2;1EQ;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;LARISSA MARIA DAVID GABARDO MARTINS;2;1ER;CPS;9;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;LUCIANA BROOKING TERESA DIAS;2;1ES;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;LUCIANA FONTES PESSOA;2;1ET;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;LUIZ JOSE VERISSIMO;2;1EU;CPS;7;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;MARACY DOMINGUES ALVES;2;1EV;CPS;9;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;MARIA AMELIA PENIDO SAMPAIO;2;1EW;CPS;9;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;MARIANGELA DA SILVA MONTEIRO;2;1EX;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;MARINA PANTE;2;1EY;CPS;9;I;GAVEA;0;2;0; SIM ;PSI;
PSI1740; MONOGRAFIA I ;MAYLA COSMO MONTEIRO;2;1EZ;CPS;7;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;RENATA ALVES PAES;2;1E@;CPS;5;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;WALDIR MONTEIRO SAMPAIO;2;1E#;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;DANIELLE PAES MACHADO DE ANDRADE BRANCO;2;1E0;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;GABRIEL CUNHA NUNES;2;1E1;CPS;9;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;RENATA MACHADO DE MELLO;2;1E2;CPS;7;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;RENATA BARBOZA VIANNA MEDEIROS;2;1E3;CPS;6;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;RICARDO TORRI DE ARAUJO;2;1E4;CPS;9;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;RITA DE CASSIA SOARES ALVES;2;1E5;CPS;9;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;SANDRA SALOMAO CARVALHO;2;1E6;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;LARISSA MARIA DAVID GABARDO MARTINS;2;1E7;CPS;6;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;THOMAS EICHENBERG KRAHE;2;1E8;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;ALEXANDRE DE OLIVEIRA MARQUES;2;1E9;CPS;7;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;ANDREA SEIXAS MAGALHAES;2;1EA;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;BRENO SANVICENTE VIEIRA;2;1EB;CPS;9;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;CARLOS EDUARDO DUARTE ALVES DE BRITO;2;1EC;CPS;7;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;DANIEL CORREA MOGRABI;2;1ED;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;DANIELA ROMAO BARBUTO DIAS;2;1EE;CPS;6;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;FABRICIO MARTINS PINTO;2;1EF;CPS;3;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;FELIPE CARVALHO NOVAES;2;1EG;CPS;9;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;FERNANDA MENDES LAGES RIBEIRO;2;1EH;CPS;4;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;FERNANDO RIBEIRO TENORIO;2;1EI;CPS;7;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;GISELE DE ALELUIA VIEIRA;2;1EJ;CPS;3;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;GUILHERME GUTMAN CORREA DE ARAUJO;2;1EK;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;HELENICE CHARCHAT FICHMAN;2;1EL;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;HENRIQUE DE CARVALHO PEREIRA;2;1EM;CPS;8;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;JAQUELINE DE CARVALHO RODRIGUES;2;1EN;CPS;8;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;JESUS LANDEIRA FERNANDEZ;2;1EO;CPS;10;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;KATIA NAHUM CAMPOS;2;1EP;CPS;7;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;LUCIANA BROOKING TERESA DIAS;2;1EQ;CPS;6;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;LUCIANA FONTES PESSOA;2;1ER;CPS;8;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;LUIZ JOSE VERISSIMO;2;1ES;CPS;7;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;MARACY DOMINGUES ALVES;2;1ET;CPS;9;I;GAVEA;0;2;0; SIM ;PSI;
PSI1741; MONOGRAFIA II ;MARIA AMELIA PENIDO SAMPAIO;2;1EU;CPS;6;I;GAVEA;0;2;0; SIM ;PSI;
